#ZEITBEREICH: 08.06.2015 bis 08.06.2016
Datum;Zeit;AABU NO2 AM1H [µg/m³];BIEL NO2 AM1H [µg/m³];BONN NO2 AM1H [µg/m³];BORG NO2 AM1H [µg/m³];BOTT NO2 AM1H [µg/m³];CHOR NO2 AM1H [µg/m³];DATT NO2 AM1H [µg/m³];DDCS NO2 AM1H [µg/m³];DMD2 NO2 AM1H [µg/m³];DUB2 NO2 AM1H [µg/m³];EIFE NO2 AM1H [µg/m³];ELAN NO2 AM1H [µg/m³];EVOG NO2 AM1H [µg/m³];GELS NO2 AM1H [µg/m³];HATT NO2 AM1H [µg/m³];HUE2 NO2 AM1H [µg/m³];JACK NO2 AM1H [µg/m³];JHNK NO2 AM1H [µg/m³];KRHA NO2 AM1H [µg/m³];LEV2 NO2 AM1H [µg/m³];LOER NO2 AM1H [µg/m³];MSGE NO2 AM1H [µg/m³];NETT NO2 AM1H [µg/m³];NIED NO2 AM1H [µg/m³];RAT2 NO2 AM1H [µg/m³];RODE NO2 AM1H [µg/m³];ROTH NO2 AM1H [µg/m³];SHW2 NO2 AM1H [µg/m³];SOES NO2 AM1H [µg/m³];SOLI NO2 AM1H [µg/m³];STYR NO2 AM1H [µg/m³];UNNA NO2 AM1H [µg/m³];VACW NO2 AM1H [µg/m³];VBID NO2 AM1H [µg/m³];VDOM NO2 AM1H [µg/m³];VDOR NO2 AM1H [µg/m³];VDUI NO2 AM1H [µg/m³];VEAE NO2 AM1H [µg/m³];VESN NO2 AM1H [µg/m³];VGES NO2 AM1H [µg/m³];VGLG NO2 AM1H [µg/m³];VHAM NO2 AM1H [µg/m³];VKCL NO2 AM1H [µg/m³];VKTU NO2 AM1H [µg/m³];VLEG NO2 AM1H [µg/m³];VMGF NO2 AM1H [µg/m³];VMGR NO2 AM1H [µg/m³];VMS2 NO2 AM1H [µg/m³];VOBM NO2 AM1H [µg/m³];VWEL NO2 AM1H [µg/m³];WALS NO2 AM1H [µg/m³];WAST NO2 AM1H [µg/m³];WESE NO2 AM1H [µg/m³];WULA NO2 AM1H [µg/m³]
26.11.2015;04:00;21;;23;<10;22;22;13;42;23;38;<10;49;31;27;20;22;15;20;32;34;31;<10;21;17;32;40;17;18;19;32;45;23;33;14;27;23;44;40;32;35;;26;49;36;50;29;27;21;39;39;37;13;14;21
26.11.2015;05:00;19;11;22;17;20;22;17;42;26;36;<10;51;33;29;26;20;12;16;30;38;30;<10;19;12;32;41;13;22;15;35;42;16;36;18;38;35;47;45;36;44;;30;57;34;54;28;23;19;49;42;37;13;12;21
26.11.2015;06:00;19;15;30;28;27;28;19;50;31;35;<10;60;42;39;30;19;14;17;36;42;31;13;18;12;33;44;12;30;14;37;44;23;42;42;53;44;54;54;46;59;;37;68;39;72;43;28;31;73;70;36;13;32;25
26.11.2015;07:00;23;30;44;44;41;39;23;73;42;50;<10;78;54;54;33;23;25;25;46;41;41;23;23;26;43;55;<10;41;19;42;48;34;73;58;68;61;62;65;63;78;;50;97;51;95;51;41;60;110;81;39;14;40;38
26.11.2015;08:00;35;50;53;67;42;55;28;89;56;51;<10;95;59;53;46;37;25;40;43;50;51;39;31;47;51;66;;52;27;62;48;46;92;99;83;68;67;75;78;81;;54;91;63;104;64;51;77;120;97;38;15;51;42
26.11.2015;09:00;45;56;53;61;41;56;37;100;54;52;<10;99;61;54;53;45;35;43;47;58;51;42;35;46;59;72;<10;57;39;57;49;51;120;111;89;69;77;78;80;89;;66;90;82;119;67;56;88;139;94;41;22;48;50
26.11.2015;10:00;39;46;51;49;47;43;37;100;51;48;;94;60;57;58;39;32;38;44;59;55;38;36;44;62;66;<10;54;34;51;;48;112;93;84;64;67;68;85;86;;84;96;79;118;67;52;77;118;80;41;21;55;51
26.11.2015;11:00;29;44;49;29;43;38;33;96;46;44;;79;60;;;;;;40;54;49;17;40;40;52;58;<10;50;33;;63;48;101;65;78;68;68;76;71;89;;71;111;78;71;62;45;77;104;78;38;23;37;39
26.11.2015;12:00;20;45;45;20;31;41;25;95;47;43;;75;54;45;52;36;28;26;45;58;43;16;43;36;42;55;<10;;27;51;51;39;112;60;86;70;65;70;76;67;;62;102;79;76;55;43;72;96;81;38;22;25;33
26.11.2015;13:00;20;38;52;20;27;46;13;90;42;40;12;;37;36;53;30;20;28;40;58;31;18;33;35;41;55;<10;46;27;41;46;34;108;37;87;60;66;76;69;71;;80;116;93;87;63;40;;96;73;37;;25;27
26.11.2015;14:00;20;32;50;21;29;41;16;91;32;46;16;70;34;34;50;32;22;28;33;60;29;19;28;;43;55;<10;49;31;49;47;38;98;39;83;54;;74;68;73;;67;107;76;;61;42;81;98;80;34;19;16;33
26.11.2015;15:00;20;37;;;;;18;96;;42;16;83;40;42;56;38;21;26;33;58;26;;22;20;43;57;<10;53;33;53;43;46;97;35;89;64;62;79;76;70;;68;;79;91;57;37;77;97;90;41;26;19;39
26.11.2015;16:00;;51;59;40;34;43;24;119;53;41;17;101;49;52;60;44;24;31;34;61;30;24;29;27;46;64;<10;64;37;62;61;36;110;43;103;75;72;77;79;67;;70;96;78;111;69;51;90;107;93;35;30;26;53
26.11.2015;17:00;42;;69;72;54;57;47;114;68;47;18;105;72;61;59;59;45;53;53;52;55;50;53;45;57;53;<10;67;54;74;74;59;122;49;112;93;77;110;88;87;;82;120;;91;;67;95;129;121;;41;48;66
26.11.2015;18:00;38;;92;65;48;67;;;60;65;22;105;;60;35;59;42;64;64;62;64;57;68;66;66;79;<10;63;56;88;61;76;105;49;124;99;90;115;92;83;;106;140;105;81;107;;99;132;;50;48;57;56
26.11.2015;19:00;33;;90;66;43;62;45;158;55;71;25;85;70;52;29;56;45;66;64;69;71;61;57;74;78;68;12;58;56;81;59;77;;48;;;91;;92;;;100;124;104;66;92;79;89;152;107;46;42;56;52
26.11.2015;20:00;36;;86;55;38;68;45;141;54;73;21;64;69;42;27;54;49;60;;60;73;65;46;68;70;57;14;43;53;79;57;69;82;50;88;76;88;131;;98;;82;114;98;63;86;80;80;112;95;59;40;56;52
26.11.2015;21:00;44;;77;47;34;74;48;118;51;66;29;65;63;47;24;56;56;60;65;51;58;53;49;68;;60;18;37;51;68;62;62;69;50;79;71;81;106;81;90;;;88;86;56;74;72;89;91;80;51;31;58;38
26.11.2015;22:00;37;;61;41;37;76;45;97;38;62;27;65;62;45;23;46;57;57;66;51;65;43;32;60;59;56;25;35;49;64;58;60;63;50;74;65;82;87;72;109;;66;88;77;64;67;64;69;89;75;40;28;;
26.11.2015;23:00;27;;55;41;34;61;51;87;39;57;28;64;58;44;22;42;52;58;67;42;64;41;30;53;51;49;33;32;46;60;56;56;55;;69;62;75;90;65;87;;56;71;67;45;63;59;64;;67;37;29;50;40
26.11.2015;24:00;23;;55;41;47;57;50;77;34;65;29;61;59;46;20;42;46;54;60;40;57;41;38;52;48;40;34;27;45;58;56;52;49;53;63;61;67;63;63;64;;54;76;60;43;60;56;62;72;58;45;27;50;43
27.11.2015;01:00;18;;42;43;51;52;47;63;28;60;22;59;58;41;18;39;43;48;58;39;55;43;40;47;49;;32;23;;54;58;50;42;48;60;57;63;58;59;54;;49;63;54;36;50;49;60;71;49;46;25;56;46
27.11.2015;02:00;14;;36;50;53;48;38;54;29;55;<10;56;54;33;19;36;40;43;58;32;49;48;38;46;47;41;32;27;45;50;53;;39;56;57;53;57;51;57;55;;47;62;50;33;46;44;59;66;52;47;22;57;46
27.11.2015;03:00;10;;35;54;50;43;45;46;42;;<10;52;53;32;27;31;35;44;50;30;44;45;37;46;43;38;29;27;37;47;49;48;38;51;51;52;51;54;53;58;;42;49;44;33;38;38;60;61;52;48;19;54;51
27.11.2015;04:00;10;;35;53;47;39;41;45;34;46;<10;48;48;28;22;32;32;41;45;29;39;45;35;45;43;35;26;25;32;47;47;48;27;47;52;46;50;50;49;56;;42;43;38;31;41;35;55;56;47;46;18;52;47
27.11.2015;05:00;10;;38;55;43;36;40;45;29;45;<10;46;45;32;27;30;31;39;41;33;40;43;31;43;43;38;20;25;28;44;45;46;38;38;52;53;46;52;47;61;;53;48;36;34;42;32;54;51;47;44;24;51;46
27.11.2015;06:00;16;;39;51;42;37;43;41;37;46;<10;44;44;30;35;33;31;35;38;38;38;41;33;47;42;41;17;31;29;41;44;42;49;38;51;46;46;53;47;54;;66;48;41;39;48;30;51;62;45;43;30;47;43
27.11.2015;07:00;12;;41;48;43;41;46;45;46;46;<10;40;46;38;42;40;34;34;37;40;39;40;35;45;41;42;15;35;30;41;43;41;65;32;54;46;45;60;49;63;;113;46;43;42;47;31;52;74;57;43;35;45;45
27.11.2015;08:00;18;39;42;48;45;45;48;52;46;48;<10;39;47;44;42;42;35;41;44;44;44;42;40;46;42;43;11;58;27;46;44;43;87;43;59;49;49;58;54;77;;92;57;46;42;45;34;59;82;71;44;33;46;45
27.11.2015;09:00;25;37;43;47;46;45;50;52;47;51;<10;37;47;46;64;44;38;43;44;39;46;40;39;46;43;42;;54;24;37;;39;87;44;57;55;51;67;58;77;;93;68;47;37;50;35;57;80;67;47;22;48;38
27.11.2015;10:00;23;32;38;;40;43;46;51;42;51;<10;27;40;46;47;43;34;39;46;40;46;36;41;41;40;39;<10;40;17;28;49;33;91;37;53;47;45;59;47;87;;95;55;46;37;53;38;62;76;67;47;18;46;39
27.11.2015;11:00;20;32;29;;35;40;42;53;37;49;<10;22;32;35;33;34;33;37;43;39;44;34;40;35;36;33;<10;27;15;21;45;27;73;39;43;45;46;47;41;78;;87;63;43;36;50;37;66;76;53;44;16;44;33
27.11.2015;12:00;13;31;24;49;37;34;36;55;31;51;;23;32;;;;;;40;35;42;33;32;29;37;25;<10;19;13;;38;22;69;31;39;34;47;47;39;66;;83;53;35;33;53;38;68;71;63;46;16;41;28
27.11.2015;13:00;14;29;27;45;41;34;28;51;29;51;<10;26;34;23;34;28;30;35;38;36;43;28;23;28;38;23;11;;13;21;40;18;65;30;38;37;49;49;40;60;;73;53;35;34;57;37;77;71;47;50;12;;26
27.11.2015;14:00;12;26;29;43;41;36;26;52;31;48;<10;;37;23;32;23;21;30;37;33;41;28;19;27;38;25;12;17;11;21;39;18;67;28;38;35;51;54;44;70;;88;40;38;28;64;35;;74;57;47;;;26
27.11.2015;15:00;12;25;31;46;44;38;31;60;33;49;<10;33;41;28;29;20;24;21;39;35;42;29;21;;40;29;15;20;12;21;42;21;68;31;40;37;;49;47;74;;64;55;43;;52;30;65;73;53;47;13;38;31
27.11.2015;16:00;16;27;;55;;;43;61;;54;<10;31;46;36;31;21;32;32;48;42;46;;26;33;44;32;16;25;15;22;50;27;69;37;43;49;59;50;44;73;;85;;46;40;68;34;67;83;62;52;21;43;38
27.11.2015;17:00;;34;40;62;46;49;50;63;43;58;<10;33;48;42;29;47;46;52;53;46;48;49;27;39;51;37;17;27;19;30;56;30;75;46;52;54;59;61;48;87;;87;64;49;44;69;49;72;89;57;58;21;50;40
27.11.2015;18:00;20;32;44;62;39;52;43;64;39;58;<10;31;43;41;28;34;40;34;54;48;49;42;29;43;53;44;15;26;18;30;54;30;69;42;53;52;62;65;45;71;;57;59;;46;;42;64;75;61;;14;57;36
27.11.2015;19:00;16;41;44;60;31;52;;;34;55;<10;27;;29;26;24;33;30;53;50;50;38;19;36;52;42;17;25;15;28;50;27;56;44;43;42;61;47;36;52;;74;65;55;48;61;;53;71;;56;16;56;37
27.11.2015;20:00;16;33;41;54;30;53;31;62;27;55;<10;27;32;27;20;30;32;30;45;52;40;37;18;28;51;37;23;21;16;26;53;25;;33;;;59;;36;;;56;66;52;41;49;33;49;67;57;57;12;54;36
27.11.2015;21:00;14;30;38;51;29;49;27;59;23;52;<10;23;28;27;18;28;26;25;;45;39;29;16;28;50;36;28;21;14;22;49;20;52;30;29;24;54;37;;50;;45;60;46;34;47;25;39;59;42;55;12;47;30
27.11.2015;22:00;<10;30;36;51;26;45;21;54;22;51;<10;20;26;23;16;26;21;24;47;41;43;24;11;21;;31;23;20;15;19;34;18;34;31;26;23;46;36;26;40;;;50;40;34;42;23;34;48;35;50;16;37;26
27.11.2015;23:00;<10;20;34;43;24;40;19;46;20;47;<10;20;24;22;15;23;19;22;47;38;38;22;12;18;37;27;15;19;18;17;35;18;28;24;23;19;43;31;27;50;;54;38;37;33;47;21;29;51;27;45;16;47;
27.11.2015;24:00;<10;22;33;41;27;37;18;42;19;48;<10;21;24;22;14;18;15;17;38;33;32;23;<10;18;36;28;11;14;15;15;39;14;19;;21;20;44;27;27;44;;43;43;38;27;32;17;32;;25;47;12;42;24
28.11.2015;01:00;<10;19;29;44;27;33;16;38;17;44;<10;19;22;19;12;20;19;21;29;27;28;19;<10;16;33;25;<10;11;<10;14;35;12;15;19;18;16;40;24;25;38;;19;37;35;24;30;18;21;42;22;45;<10;38;21
28.11.2015;02:00;<10;15;31;45;22;27;15;35;15;42;<10;18;19;19;13;19;16;20;31;26;31;18;<10;13;29;;15;11;;14;33;12;12;12;16;13;36;25;20;39;;20;31;34;22;32;18;21;37;25;41;<10;30;20
28.11.2015;03:00;<10;;34;40;23;32;15;37;15;38;<10;18;18;16;15;22;<10;16;36;26;32;16;<10;14;25;39;16;13;<10;16;29;;<10;<10;16;13;32;25;19;32;;17;33;37;24;27;18;18;34;23;40;<10;32;23
28.11.2015;04:00;<10;12;27;42;31;34;17;37;17;;<10;19;18;16;15;16;<10;<10;31;26;31;14;<10;16;28;30;13;15;<10;17;28;16;<10;<10;18;14;34;23;24;31;;22;32;36;24;<10;<10;17;29;38;44;<10;28;23
28.11.2015;05:00;<10;12;24;36;30;33;15;41;17;38;<10;21;19;17;15;11;<10;<10;24;27;32;17;<10;16;32;26;<10;17;<10;17;28;15;<10;<10;17;16;37;23;20;29;;20;35;39;24;<10;<10;17;32;27;47;<10;25;20
28.11.2015;06:00;<10;14;15;17;23;20;17;30;18;21;<10;24;19;17;14;12;<10;<10;13;35;<10;18;<10;17;28;16;<10;19;<10;20;24;17;13;<10;19;17;27;23;24;33;;21;42;32;29;14;10;19;31;39;25;<10;15;18
28.11.2015;07:00;<10;17;11;<10;17;13;19;24;20;24;<10;23;17;22;16;<10;<10;<10;<10;31;<10;22;<10;21;13;21;<10;18;<10;22;19;21;20;12;27;22;20;23;23;30;;27;38;27;34;16;<10;23;26;38;12;<10;<10;24
28.11.2015;08:00;<10;;14;<10;<10;<10;<10;45;14;20;<10;28;10;11;13;13;<10;<10;<10;14;<10;12;<10;17;14;22;<10;19;<10;11;26;18;28;15;33;20;21;22;25;28;;29;26;19;30;19;<10;15;45;38;11;12;13;16
28.11.2015;09:00;<10;;13;<10;11;<10;<10;70;11;36;<10;38;19;24;21;11;<10;<10;<10;20;<10;<10;<10;12;12;29;<10;11;<10;15;23;10;43;19;32;28;26;26;33;43;;22;39;25;52;23;12;24;72;56;12;<10;13;14
28.11.2015;10:00;<10;;12;15;15;14;<10;68;14;31;<10;53;25;22;28;<10;<10;10;10;19;<10;<10;<10;13;13;31;;17;<10;19;;<10;51;27;50;33;43;33;42;56;;25;54;42;70;25;14;27;49;65;;<10;14;12
28.11.2015;11:00;<10;;14;19;18;14;<10;62;23;28;<10;55;34;27;20;<10;<10;10;<10;15;<10;<10;<10;16;12;29;<10;21;<10;24;18;14;57;19;62;36;36;32;33;44;;39;54;49;52;25;15;34;40;62;;<10;15;22
28.11.2015;12:00;10;;15;;19;14;<10;61;24;26;<10;43;31;24;20;<10;<10;<10;<10;13;<10;14;<10;18;10;25;<10;23;<10;24;12;21;55;22;64;40;36;28;28;51;;34;61;59;50;27;15;39;41;70;;11;14;22
28.11.2015;13:00;<10;;17;16;17;21;<10;66;21;23;;47;21;;;;;;<10;15;<10;17;<10;17;<10;29;<10;20;12;;13;20;57;21;58;35;28;23;30;46;;29;63;47;50;25;17;43;42;73;;12;13;23
28.11.2015;14:00;<10;;18;14;15;18;10;79;23;19;<10;49;17;31;14;12;13;15;<10;21;11;17;11;16;14;29;<10;;14;18;12;18;61;31;65;39;27;25;29;50;;31;56;51;77;31;19;47;47;69;;14;12;18
28.11.2015;15:00;11;;15;13;15;20;11;83;25;19;<10;;16;29;15;12;12;11;11;31;28;22;11;20;15;30;<10;13;13;22;<10;20;56;24;67;42;31;18;27;41;;31;55;60;69;33;21;;45;79;;;;24
28.11.2015;16:00;12;;22;12;20;14;13;77;23;23;<10;68;19;22;14;14;14;<10;23;28;22;24;11;;32;40;15;17;13;21;15;19;62;22;64;41;;31;36;50;;36;60;63;;32;19;52;49;94;;11;12;33
28.11.2015;17:00;11;;;19;;;23;81;;27;<10;49;22;27;17;15;21;12;29;24;25;;16;28;25;23;14;33;11;25;20;24;57;25;50;47;42;40;40;50;;65;;70;62;41;21;62;49;69;;<10;21;29
28.11.2015;18:00;;;49;19;32;28;24;106;27;28;<10;33;22;24;15;14;23;16;23;22;31;22;16;30;26;21;11;27;13;29;20;26;55;19;44;39;42;39;43;47;;64;83;63;64;36;22;68;59;70;;10;28;33
28.11.2015;19:00;<10;;33;23;33;31;23;84;27;41;<10;31;23;25;20;13;15;15;16;27;29;22;16;24;33;17;<10;27;14;26;19;32;43;28;40;34;38;44;40;50;;67;69;;68;;18;63;55;73;;13;20;25
28.11.2015;20:00;<10;;18;18;33;30;;;28;34;<10;27;;25;18;<10;<10;<10;13;33;19;17;<10;26;27;12;<10;24;<10;28;16;29;34;21;36;35;37;32;38;44;;44;50;45;59;15;;67;58;65;;<10;17;27
28.11.2015;21:00;<10;;19;15;21;15;23;49;23;15;<10;18;13;18;15;<10;<10;<10;12;16;14;13;<10;21;14;<10;<10;14;<10;23;<10;20;;17;;;28;;24;;;33;43;36;42;14;10;49;28;49;;<10;14;20
28.11.2015;22:00;<10;;14;<10;20;14;14;37;19;16;<10;15;<10;10;12;<10;<10;<10;;14;13;<10;<10;17;14;<10;<10;10;<10;16;<10;13;21;<10;26;23;31;16;;27;;29;30;28;33;15;<10;29;31;37;;<10;11;15
28.11.2015;23:00;<10;;11;<10;22;14;16;35;13;16;<10;15;<10;12;<10;<10;<10;<10;<10;16;11;<10;<10;13;;<10;<10;11;<10;14;<10;<10;17;<10;18;16;29;15;19;23;;;28;24;32;10;<10;17;33;31;;<10;<10;11
28.11.2015;24:00;<10;;<10;<10;17;<10;13;31;<10;14;<10;14;<10;<10;<10;<10;<10;<10;<10;12;<10;<10;<10;10;<10;<10;<10;<10;<10;13;<10;<10;14;<10;16;15;25;13;15;18;;18;19;20;28;<10;<10;23;21;25;;<10;<10;
29.11.2015;01:00;<10;;<10;<10;16;<10;13;37;<10;<10;<10;10;<10;<10;<10;<10;<10;<10;10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;14;;12;11;15;10;<10;18;;24;19;16;19;<10;<10;15;;24;;<10;<10;<10
29.11.2015;02:00;<10;;<10;<10;13;<10;<10;29;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;12;11;11;<10;<10;16;;13;20;17;19;<10;<10;11;12;23;;<10;<10;<10
29.11.2015;03:00;<10;;<10;<10;<10;<10;<10;29;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;15;<10;<10;<10;<10;<10;<10;;<10;<10;;<10;<10;<10;<10;<10;14;11;<10;<10;<10;11;;12;17;18;17;<10;<10;11;14;20;;<10;<10;<10
29.11.2015;04:00;<10;;<10;<10;10;<10;<10;20;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;17;11;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;;<10;<10;15;12;<10;<10;<10;<10;;<10;21;19;20;<10;<10;11;16;19;;<10;<10;<10
29.11.2015;05:00;<10;;<10;<10;<10;<10;<10;19;<10;;<10;<10;<10;<10;<10;<10;<10;<10;14;10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;15;13;12;<10;<10;<10;;11;24;23;23;<10;<10;11;14;20;;<10;<10;11
29.11.2015;06:00;<10;;<10;<10;<10;<10;<10;15;<10;<10;<10;11;<10;10;<10;<10;<10;<10;12;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;13;11;11;<10;<10;12;;13;28;19;19;<10;<10;<10;<10;20;;<10;<10;11
29.11.2015;07:00;<10;;<10;<10;<10;<10;11;10;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;16;<10;<10;<10;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;<10;<10;14;16;11;<10;<10;12;;13;20;14;14;<10;<10;<10;10;24;;<10;<10;<10
29.11.2015;08:00;<10;;<10;<10;11;<10;<10;17;<10;<10;<10;10;<10;<10;<10;<10;<10;<10;19;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;12;<10;<10;<10;<10;13;16;15;<10;<10;11;;<10;15;14;11;<10;<10;<10;18;24;;<10;<10;12
29.11.2015;09:00;<10;;14;<10;12;<10;<10;21;<10;<10;<10;15;<10;<10;<10;<10;<10;<10;17;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;13;<10;<10;10;<10;13;13;20;<10;11;12;;27;23;17;17;<10;<10;11;19;28;;<10;<10;17
29.11.2015;10:00;<10;13;16;<10;15;<10;10;23;<10;12;<10;24;<10;<10;<10;<10;<10;<10;16;<10;<10;<10;<10;11;<10;<10;<10;13;<10;13;<10;11;16;11;18;19;18;<10;13;17;;23;24;27;24;11;<10;13;17;39;;<10;<10;18
29.11.2015;11:00;<10;12;<10;<10;12;<10;12;25;<10;11;<10;39;<10;12;<10;<10;<10;<10;11;21;<10;<10;<10;13;15;16;;13;<10;13;;<10;16;12;18;20;19;10;12;20;;17;32;29;41;11;<10;16;18;42;;<10;<10;15
29.11.2015;12:00;<10;11;<10;<10;11;<10;11;26;<10;<10;<10;37;<10;11;<10;<10;<10;<10;12;22;<10;<10;<10;12;14;16;<10;<10;<10;<10;<10;<10;21;12;19;19;20;14;<10;20;;16;39;32;51;12;<10;20;19;46;;<10;<10;15
29.11.2015;13:00;<10;<10;13;;12;<10;12;32;<10;<10;<10;39;<10;13;<10;11;<10;<10;16;22;10;<10;<10;13;13;23;<10;<10;<10;<10;<10;<10;27;10;26;23;26;14;14;22;;17;42;35;47;13;<10;23;24;49;;<10;<10;15
29.11.2015;14:00;<10;<10;15;<10;17;<10;13;46;<10;14;;21;<10;;;;;;21;10;12;<10;<10;15;10;<10;<10;15;<10;;<10;12;28;10;26;27;25;15;21;30;;30;44;33;33;16;<10;37;34;51;;<10;11;17
29.11.2015;15:00;<10;15;18;<10;17;<10;14;36;11;12;<10;35;11;<10;<10;<10;<10;<10;15;<10;<10;<10;<10;15;13;<10;<10;;<10;18;<10;14;25;15;30;24;25;16;17;25;;29;46;32;34;17;<10;42;28;52;;<10;<10;19
29.11.2015;16:00;<10;14;12;<10;13;<10;15;33;<10;12;<10;;12;<10;<10;<10;<10;<10;12;20;<10;<10;<10;14;14;14;<10;18;<10;15;<10;11;22;13;24;21;23;14;12;23;;18;40;32;49;12;<10;;25;46;;;;15
29.11.2015;17:00;<10;12;12;<10;13;<10;13;28;<10;10;<10;38;<10;10;<10;<10;<10;<10;12;17;<10;<10;<10;;11;11;<10;11;<10;<10;<10;<10;21;11;23;24;;14;12;26;;17;45;32;;12;<10;22;24;56;;<10;<10;12
29.11.2015;18:00;<10;12;;<10;;;14;29;;<10;<10;37;<10;10;<10;<10;<10;<10;11;16;<10;;<10;15;11;<10;<10;14;<10;<10;<10;<10;24;13;22;24;20;13;11;24;;20;;30;47;12;<10;24;23;47;;<10;<10;13
29.11.2015;19:00;;11;<10;<10;12;<10;13;24;<10;<10;<10;29;<10;<10;<10;<10;<10;<10;<10;17;<10;11;<10;14;10;14;<10;11;<10;<10;<10;<10;23;11;22;24;21;11;11;25;;15;37;27;48;<10;<10;21;20;47;;<10;<10;12
29.11.2015;20:00;<10;;<10;<10;<10;<10;12;24;<10;<10;<10;18;<10;<10;<10;<10;<10;<10;12;14;<10;<10;<10;10;<10;<10;<10;12;<10;11;<10;<10;21;11;19;21;14;<10;<10;17;;14;27;;40;;<10;17;15;40;;<10;<10;11
29.11.2015;21:00;<10;<10;<10;<10;<10;<10;;;<10;<10;<10;16;;<10;<10;<10;<10;<10;11;13;<10;<10;<10;<10;<10;<10;<10;11;<10;14;<10;<10;17;<10;14;15;11;<10;<10;14;;13;23;18;39;<10;;16;13;45;;<10;<10;<10
29.11.2015;22:00;<10;;<10;<10;<10;<10;<10;12;<10;<10;<10;11;<10;<10;<10;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;<10;<10;<10;<10;11;<10;<10;;<10;;;10;;<10;;;<10;14;13;28;<10;<10;10;<10;24;;<10;<10;<10
29.11.2015;23:00;<10;;<10;<10;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;<10;<10;<10;<10;;12;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;16;12;<10;<10;;23;;<10;13;13;23;<10;<10;<10;11;23;;<10;<10;<10
29.11.2015;24:00;<10;;<10;<10;<10;<10;<10;<10;<10;34;<10;<10;<10;<10;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;;<10;<10;<10;<10;<10;<10;<10;<10;<10;14;<10;<10;14;11;14;;;12;13;22;<10;<10;<10;19;31;;<10;<10;<10
30.11.2015;01:00;<10;<10;<10;<10;<10;<10;<10;18;<10;21;<10;10;14;11;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;12;11;<10;<10;12;18;;<10;17;13;<10;<10;<10;<10;14;26;;<10;<10;
30.11.2015;02:00;<10;<10;<10;<10;19;<10;<10;13;<10;16;<10;12;11;23;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;;15;15;<10;<10;<10;21;;<10;21;16;14;<10;<10;<10;;31;;<10;<10;<10
30.11.2015;03:00;<10;<10;<10;<10;<10;12;<10;12;<10;18;<10;<10;12;11;<10;<10;<10;<10;<10;<10;<10;<10;<10;10;<10;<10;<10;<10;<10;<10;<10;10;<10;<10;12;12;<10;<10;<10;24;;<10;25;11;15;<10;<10;<10;<10;19;;<10;<10;<10
30.11.2015;04:00;<10;<10;<10;<10;<10;<10;<10;12;<10;22;<10;<10;15;13;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;;<10;<10;;<10;<10;10;<10;<10;14;13;14;<10;<10;20;;<10;24;15;22;<10;<10;<10;<10;16;;<10;<10;<10
30.11.2015;05:00;<10;<10;11;<10;<10;<10;<10;13;<10;25;<10;19;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;27;<10;<10;<10;<10;<10;;<10;<10;12;10;19;12;17;21;;13;42;20;36;<10;<10;<10;17;24;;<10;<10;<10
30.11.2015;06:00;<10;<10;20;<10;<10;<10;<10;31;<10;;<10;30;15;14;<10;<10;<10;<10;<10;<10;<10;<10;<10;10;<10;35;<10;<10;<10;12;<10;11;21;<10;22;18;26;24;20;37;;23;49;30;54;<10;<10;13;29;35;;<10;<10;12
30.11.2015;07:00;<10;<10;26;<10;15;16;<10;61;13;45;<10;46;23;23;12;<10;<10;<10;<10;18;10;24;<10;15;11;48;<10;17;<10;20;12;15;31;24;40;34;40;25;29;47;;29;78;38;72;17;14;41;42;57;;12;<10;18
30.11.2015;08:00;11;12;34;<10;28;19;<10;87;22;35;<10;68;33;39;23;13;13;23;14;20;20;28;<10;20;17;65;<10;25;11;31;26;17;72;31;56;45;41;25;39;60;;36;91;70;92;45;31;55;51;79;;16;<10;20
